FoodID,MeasureID,ConversionFactorValue,ConvFactorDateOfEntry,MeasureDescription
1269,1454,0.3,2004-07-20,
1269,415,0.44378999999999996,2015-06-24,
1270,341,0.15216,2015-06-24,
1270,429,0.45648000000000005,2015-06-24,
1270,1454,0.3,2004-07-20,
1270,415,0.3804,2015-06-24,
1271,389,0.29586,2015-06-24,
1271,341,0.16906,2015-06-24,
1271,415,0.42265,2015-06-24,
1271,383,0.21133,2015-06-24,
1271,1454,0.3,2011-05-05,
1275,383,0.31699,2009-05-22,
1275,341,0.25359000000000004,2009-05-22,
1275,1454,0.3,2004-07-20,
1275,415,0.63398,2009-05-22,
1276,341,0.19949000000000003,2015-06-24,
1276,274,0.45,1997-05-01,
1276,1454,0.3,2004-07-20,
1276,415,0.49872999999999995,2015-06-24,
1276,1461,0.55,2013-06-19,
1278,341,0.05072,1997-05-01,
1278,429,0.1522,1997-05-01,
1278,1454,0.3,2004-07-20,
1278,1467,0.15,2004-07-20,
1278,415,0.1268,2004-06-10,
1278,383,0.0634,2009-05-22,
1279,196,0.25,1997-05-01,
1279,1454,0.3,2004-07-20,
1279,1461,0.55,2013-06-19,
1280,341,0.21133,1997-05-01,
1280,274,0.45,1997-05-01,
1280,1454,0.3,2004-07-20,
1280,415,0.52832,2004-06-10,
1280,1461,0.55,2013-06-19,
1291,341,0.1268,1997-05-01,
1291,415,0.317,1997-05-01,
1291,1454,0.3,2004-07-20,
1292,341,0.12,2004-06-11,
1292,415,0.3,1997-05-01,
1292,1454,0.3,2004-07-20,
1293,341,0.16906,2015-06-24,
1293,413,0.33812,2015-06-24,
1293,415,0.42265,2015-06-24,
1293,1454,0.3,2004-07-21,
1295,341,0.1268,1997-05-01,
1295,415,0.317,1997-05-01,
1295,1454,0.3,2004-07-20,
1300,341,0.16,2004-06-11,
1300,415,0.4,2004-06-11,
1300,389,0.28,2001-06-15,
1300,1454,0.3,2004-07-20,
1300,345,0.37162,2013-03-20,
1300,502488,0.2229,2013-03-20,
1300,502489,0.4645,2013-03-20,
1301,341,0.10566,1997-05-01,
1301,429,0.31699,1997-05-01,
1301,1454,0.3,2004-07-20,
1301,415,0.26416,2004-06-11,
1301,345,0.37162,2013-03-20,
1301,502488,0.2229,2013-03-20,
1301,502489,0.37162,2013-03-20,
1303,341,0.1691,1997-05-01,
1303,389,0.2959,1997-05-01,
1303,1454,0.3,2004-07-20,
1303,415,0.42265,2004-06-11,
1305,341,0.1691,1997-05-01,
1305,389,0.2959,1997-05-01,
1305,1454,0.3,2004-07-20,
1305,415,0.42265,2004-06-11,
1314,388,0.27261,1997-05-01,
1314,341,0.18173999999999998,1997-05-01,
1314,1454,0.3,2004-07-20,
1314,1461,0.55,2004-07-20,
1314,415,0.45435000000000003,2004-06-11,
1317,341,0.2536,1997-05-01,
1317,383,0.317,1997-05-01,
1317,1454,0.3,2004-07-20,
1317,415,0.63398,2004-06-11,
1325,383,0.5811,1997-05-01,
1325,341,0.46490000000000004,1997-05-01,
1325,1454,0.3,2004-07-20,
1325,1461,0.55,2004-07-20,
1325,415,1.1623,2004-06-11,
1326,341,0.4227,1997-05-01,
1326,383,0.5284,1997-05-01,
1326,1454,0.3,2004-07-20,
1326,1461,0.55,2004-07-20,
1326,415,0.10566,2004-06-11,
1327,341,0.46492,2015-06-24,
1327,383,0.58115,2015-06-24,
1327,1454,0.3,2004-07-20,
1327,1461,0.55,2004-07-20,
1327,415,1.1623,2015-06-24,
1328,341,0.4227,1997-05-01,
1328,383,0.5284,1997-05-01,
1328,1454,0.3,2004-07-20,
1328,1461,0.55,2004-07-20,
1328,415,0.10566,2004-06-11,
1331,383,0.58643,1997-05-01,
1331,341,0.46914,1997-05-01,
1331,1454,0.3,2004-07-20,
1331,1461,0.55,2004-07-20,
1331,415,1.17288,2004-06-11,
1332,341,0.46915,1997-05-01,
1332,383,0.58643,1997-05-01,
1332,1454,0.3,2004-07-20,
1332,1461,0.55,2004-07-20,
1332,415,1.17288,2004-06-11,
1333,341,0.46914,1997-05-01,
1333,383,0.58643,1997-05-01,
1333,1454,0.3,2004-07-20,
1333,1461,0.55,2004-07-20,
1333,415,1.17288,2004-06-11,
1334,341,0.46915,1997-05-01,
1334,383,0.58643,1997-05-01,
1334,1454,0.3,2004-07-20,
1334,1461,0.55,2004-07-20,
1334,415,1.17288,2004-06-11,
1335,341,0.38039,2015-06-24,
1335,428,0.11412000000000001,2015-06-24,
1335,1454,0.3,2004-07-20,
1335,1461,0.55,2004-07-20,
1335,415,0.9509799999999999,2015-06-24,
1336,428,0.1121,1997-05-01,
1336,341,0.37378,1997-05-01,
1336,1454,0.3,2004-07-20,
1336,1461,0.55,2004-07-20,
1336,415,0.9344499999999999,2004-06-11,
1337,341,0.37378,1997-05-01,
1337,428,0.11213,1997-05-01,
1337,1454,0.3,2004-07-20,
1337,1461,0.55,2004-07-20,
1337,415,0.9344499999999999,2004-06-11,
1338,341,0.1691,1997-05-01,
1338,389,0.2959,1997-05-01,
1338,1454,0.3,2004-07-20,
1338,415,0.42265,2004-06-11,
1339,341,0.1691,1997-05-01,
1339,389,0.2959,1997-05-01,
1339,1454,0.3,2004-07-20,
1339,415,0.42265,2004-06-11,
1344,341,0.18035,2015-06-24,
1344,388,0.27053,2015-06-24,
1344,1454,0.3,2004-07-20,
1344,1461,0.55,2004-07-20,
1344,415,0.45087000000000005,2015-06-24,
1348,341,0.0803,2015-06-24,
1348,389,0.14053000000000002,2015-06-24,
1348,1454,0.3,2004-07-20,
1348,415,0.20076,2015-06-24,
1348,1467,0.15,2011-05-19,
1350,341,0.46490000000000004,1997-05-01,
1350,383,0.5811,1997-05-01,
1350,1454,0.3,2004-07-20,
1350,1461,0.55,2004-07-20,
1350,415,1.1623,2004-06-11,
1353,341,0.46490000000000004,1997-05-01,
1353,383,0.5811,1997-05-01,
1353,1454,0.3,2004-07-20,
1353,1461,0.55,2004-07-20,
1353,415,1.1623,2004-06-11,
1360,383,0.317,1997-05-01,
1360,341,0.2536,1997-05-01,
1360,1454,0.3,2004-07-20,
1360,1461,0.55,2004-07-20,
1360,415,0.63398,2004-06-11,
1360,389,0.44380000000000003,2007-06-08,
1367,341,0.25359000000000004,1997-05-01,
1367,383,0.31699,1997-05-01,
1367,1454,0.3,2004-07-20,
1367,1461,0.55,2004-07-20,
1367,415,0.63398,2004-06-11,
1372,341,0.24937,2015-06-24,
1372,389,0.4364,2015-06-24,
1372,1454,0.3,2004-07-20,
1372,1461,0.55,2004-07-20,
1372,415,0.62342,2015-06-24,
1374,341,0.1902,1997-05-01,
1374,388,0.2853,1997-05-01,
1374,1454,0.3,2004-07-20,
1374,1461,0.55,2004-07-20,
1374,415,0.47548999999999997,2004-06-11,
1375,341,0.30995,2015-06-24,
1375,389,0.54241,2015-06-24,
1375,1454,0.3,2004-07-20,
1375,1461,0.55,2004-07-20,
1375,415,0.77487,2015-06-24,
1378,341,0.1691,1997-05-01,
1378,389,0.2959,1997-05-01,
1378,1454,0.3,2004-07-20,
1378,415,0.42265,2004-06-11,
1380,389,0.3156,2008-03-18,
1380,1454,0.3,2004-07-20,
1380,341,0.18030000000000002,2008-03-18,
1380,415,0.4509,2008-03-18,
1380,1461,0.55,2013-06-19,
1381,15,0.2,1997-05-01,
1381,1454,0.3,2004-07-20,
1381,1461,0.55,2013-06-19,
1382,341,0.21133,1997-05-01,
1382,388,0.31699,1997-05-01,
1382,1454,0.3,2004-07-20,
1382,415,0.52832,2004-06-11,
1382,1461,0.55,2013-06-19,
1383,341,0.2536,1997-05-01,
1383,383,0.317,1997-05-01,
1383,1454,0.3,2004-07-20,
1383,1461,0.55,2004-07-20,
1383,415,0.63398,2004-06-11,
1386,341,0.11834,1997-05-01,
1386,429,0.35503,1997-05-01,
1386,1454,0.3,2004-07-20,
1386,415,0.29586,2004-06-11,
1387,341,0.1268,1997-05-01,
1387,415,0.317,1997-05-01,
1387,1454,0.3,2004-07-20,
1391,341,0.1522,2008-03-18,
1391,389,0.2663,2008-03-18,
1391,1454,0.3,2004-07-20,
1391,415,0.3804,2008-03-18,
1393,341,0.1691,1997-05-01,
1393,389,0.2959,1997-05-01,
1393,1454,0.3,2004-07-20,
1393,415,0.42265,2004-06-11,
1397,341,0.73964,1997-05-01,
1397,1456,0.4,2004-07-20,
1397,415,1.84911,2004-06-11,
1398,341,1.06086,2004-06-11,
1398,415,2.6521600000000003,2004-06-11,
1398,389,1.85651,2007-05-22,
1399,341,0.73964,1997-05-01,
1399,1456,0.4,2004-07-20,
1399,415,1.84911,2004-06-11,
1400,341,1.0101900000000001,2008-02-27,
1400,415,2.5255,2008-02-27,
1400,389,1.7678,2008-02-27,
1401,341,0.483,1997-05-01,
1401,1456,0.4,2004-07-20,
1401,415,1.2075,2004-06-11,
1402,415,1.9685,1997-05-01,
1402,341,0.7874,1999-06-22,
1402,389,1.38,2004-07-20,
1403,219,0.28,1997-05-01,
1403,341,0.75232,1997-05-01,
1403,1456,0.4,2004-07-20,
1403,415,1.8808099999999999,2004-06-11,
1404,341,1.0186,2008-03-20,
1404,389,1.7826,2008-03-20,
1404,415,2.5465999999999998,2008-03-20,
1413,219,0.28,2009-05-22,
1413,1456,0.4,2004-07-20,
1414,341,0.98901,2004-06-11,
1414,389,1.7307599999999999,2007-05-22,
1414,415,2.47253,2004-06-11,
1414,1677,1.7307599999999999,2009-05-22,
1415,219,0.33,2009-05-22,
1415,1456,0.4,2004-07-20,
1416,341,0.98901,2004-06-11,
1416,389,1.7307599999999999,2007-05-22,
1416,415,2.47253,2004-06-11,
1416,1677,1.7307599999999999,2009-05-22,
1419,219,0.42,2009-05-22,
1419,1456,0.4,2004-07-20,
1420,341,0.98901,2004-06-11,
1420,389,1.7307599999999999,2007-05-22,
1420,415,2.47253,2004-06-11,
1421,219,0.43,2009-05-22,
1421,1456,0.4,2004-07-20,
1422,341,0.98901,2004-06-11,
1422,389,1.7307599999999999,2007-05-22,
1422,415,2.47253,2004-06-11,
1423,219,0.43,2009-05-22,
1423,1456,0.4,2004-07-20,
1424,341,0.98901,2004-06-11,
1424,389,1.7307599999999999,2007-05-22,
1424,415,2.47253,2004-06-11,
1431,341,0.3804,1997-05-01,
1431,1456,0.4,2004-07-20,
1431,415,0.95097,2004-06-11,
1432,415,2.0,1997-05-01,
1432,341,0.8,1999-06-22,
1432,389,1.4,2004-07-20,
1435,219,0.33,2009-05-22,
1435,1456,0.4,2004-07-20,
1436,341,0.98901,2004-06-11,
1436,389,1.7307599999999999,2007-05-22,
1436,415,2.47253,2004-06-11,
1437,1456,0.4,2004-07-20,
1437,867,0.3,2001-07-03,
1438,415,2.47253,2004-06-11,
1438,341,0.98901,2004-06-11,
1438,389,1.7307599999999999,2007-05-22,
1439,1456,0.4,2004-07-20,
1439,867,0.3,2001-07-03,
1439,383,0.5284,2007-08-22,
1440,341,0.98901,2004-06-11,
1440,415,2.47253,2004-06-11,
1440,389,1.7307599999999999,2007-05-22,
1443,641,0.3,1997-05-01,
1443,341,0.4,2004-06-11,
1443,1456,0.4,2004-07-20,
1443,415,1.0,2004-06-11,
1444,415,2.47253,2004-06-11,
1444,341,0.98901,2004-06-11,
1444,389,1.7307599999999999,2007-05-22,
1462,641,0.332,1997-05-01,
1462,341,0.44380000000000003,1997-05-01,
1462,415,1.10946,2004-06-14,
1462,1456,0.4,2004-07-20,
1463,415,2.47253,2016-09-21,
1463,341,0.98901,2016-09-21,
1463,389,1.7307599999999999,2016-09-21,
1464,1456,0.4,2004-07-20,
1464,867,0.3,2001-07-03,
1465,415,2.47253,2004-06-14,
1465,341,0.98901,2004-06-14,
1465,389,1.7307599999999999,2007-05-22,
1466,219,0.35,1997-05-01,
1466,1456,0.4,2004-07-20,
1467,341,1.0186,2004-06-14,
1467,415,2.54649,2004-06-14,
1467,389,1.7825499999999999,2007-05-22,
1470,219,0.355,1997-05-01,
1470,1456,0.4,2004-07-20,
1471,341,1.0186,2008-04-25,
1471,415,2.5465999999999998,2008-04-25,
1471,389,1.7826,2008-04-25,
1472,383,0.32756,2015-06-24,
1472,341,0.26205,2015-06-24,
1472,415,0.65542,2015-06-24,
1472,1454,0.3,2004-07-20,
1473,341,0.38077,2015-06-24,
1473,389,0.66634,2015-06-24,
1473,415,0.9519299999999999,2015-06-24,
1473,1454,0.3,2004-07-20,
1473,641,0.28558,2015-06-24,
1474,341,0.15216,2009-05-22,
1474,415,0.38039,2009-05-22,
1474,1454,0.3,2004-07-20,
1474,389,0.26798,2009-05-22,
1474,383,0.19018999999999997,2009-05-22,
1475,415,0.29586,2015-06-24,
1475,341,0.11834,2015-06-24,
1475,1454,0.3,2004-07-20,
1477,415,0.3804,1997-05-01,
1477,341,0.15216,1997-05-01,
1477,1454,0.3,2004-07-20,
1477,383,0.19018999999999997,2009-05-22,
1477,389,0.26627,2009-05-22,
1478,341,0.22401,2015-06-25,
1478,388,0.33602,2015-06-25,
1478,415,0.56003,2015-06-25,
1478,1454,0.3,2004-07-20,
1478,389,0.39201,2015-06-25,
1478,1461,0.55,2016-02-04,
1479,274,0.48,1997-05-01,
1479,341,0.24937,2015-06-24,
1479,415,0.62342,2015-06-24,
1479,1454,0.3,2004-07-20,
1479,1461,0.55,2004-07-20,
1484,110,0.048,1997-05-01,
1484,341,0.4142,1997-05-01,
1484,383,0.5177499999999999,2003-04-15,
1484,415,1.0354999999999999,2003-04-15,
1484,1457,1.4,2004-07-13,
1485,341,1.02282,1999-06-08,
1485,383,1.27853,2003-04-15,
1485,415,2.55706,2003-04-15,
1486,371,0.71851,2023-05-26,
1486,1457,1.4,2004-02-18,
1486,979,1.7962799999999999,2003-04-15,
1486,971,0.8981399999999999,2003-04-15,
1487,371,0.86221,1997-05-01,
1487,388,1.29332,2004-02-13,
1487,971,1.0777700000000001,2003-04-15,
1487,979,2.1555400000000002,2003-04-15,
1488,341,0.25359000000000004,1997-05-01,
1488,383,0.31699,2003-04-15,
1488,415,0.63398,2003-04-15,
1488,640,0.15216,2004-02-13,
1488,1456,0.4,2004-02-13,
1489,341,0.81572,1997-05-01,
1489,383,1.01965,2003-04-15,
1489,415,2.03931,2003-04-15,
1489,641,0.6117900000000001,2004-02-13,
1489,1456,0.4,2004-02-13,
1490,341,0.36347999999999997,1997-05-01,
1490,337,0.64,1997-05-01,
1490,383,0.45435000000000003,2003-04-15,
1490,415,0.9087099999999999,2003-04-15,
1490,640,0.21809,2004-02-18,
1490,1456,0.4,2004-02-18,
1491,341,1.0777700000000001,1997-05-01,
1491,383,1.34721,2003-04-15,
1491,415,2.69442,2003-04-15,
1491,641,0.80833,2004-02-18,
1491,640,0.64666,2011-05-19,
1492,341,1.18343,1997-05-01,
1492,383,1.47929,2003-04-15,
1492,415,2.95858,2003-04-15,
1492,641,0.8875700000000001,2004-02-13,
1492,640,0.71006,2011-05-19,
1493,371,0.73119,1997-05-01,
1493,1457,1.4,2004-02-18,
1493,971,0.91399,2003-04-15,
1493,979,1.82798,2003-04-15,
1494,371,0.8706699999999999,1997-05-01,
1494,1457,1.4,2004-02-18,
1494,971,1.08833,2003-04-15,
1494,415,2.17667,2003-04-15,
1495,341,1.04818,1999-06-08,
1495,383,1.31023,2003-04-15,
1495,415,2.62046,2003-04-15,
1496,341,1.18927,1999-06-08,
1496,383,1.4865899999999999,2003-04-28,
1497,341,1.01014,1999-06-08,
1497,383,1.26268,2003-04-15,
1497,415,2.52536,2003-04-15,
1498,354,0.65511,1997-05-01,
1498,628,1.05,2003-04-15,
1498,979,1.74345,2003-04-15,
1498,1457,1.4,2004-02-18,
1498,371,0.69738,2003-04-15,
1498,1007,0.81889,2003-04-15,
1498,971,0.8717199999999999,2003-04-15,
1498,1010,1.6377899999999999,2003-04-15,
1499,354,1.02705,1997-05-01,
1499,1009,1.08,2003-04-15,
1499,1007,1.28381,2003-04-15,
1499,1010,2.56762,2003-04-15,
1499,388,1.5405699999999998,2004-02-18,
1500,623,0.9,1997-05-01,
1500,379,0.95943,1997-05-01,
1500,1011,1.19928,2003-04-15,
1500,388,1.4391399999999999,2004-02-18,
1501,354,1.03128,2003-04-15,
1501,1007,1.2891,2003-04-15,
1501,1010,2.57819,2003-04-15,
1501,388,1.54691,2004-02-18,
1502,629,0.84,1997-05-01,
1502,354,1.04396,2003-04-15,
1502,1007,1.30495,2003-04-15,
1502,1010,2.6098899999999996,2003-04-15,
1502,388,1.5659299999999998,2004-02-18,
1503,354,1.06932,1997-05-01,
1503,1007,1.3366399999999998,2003-04-15,
1503,1010,2.67329,2003-04-15,
1503,388,1.60397,2004-02-18,
1504,354,1.09045,1997-05-01,
1504,379,1.01437,2003-04-15,
1504,1009,1.2,2003-04-15,
1504,1007,1.3630600000000002,2003-04-15,
1504,1010,2.7261200000000003,2003-04-15,
1504,1011,1.26796,2003-04-15,
1504,1012,2.53593,2003-04-15,
1504,388,1.6356700000000002,2004-02-18,
1505,623,0.9,1997-05-01,
1505,379,1.09045,1997-05-01,
1505,1011,1.3630600000000002,2003-04-15,
1505,1012,2.7261200000000003,2003-04-15,
1505,388,1.6356700000000002,2004-02-18,
1506,623,0.9,1997-05-01,
1506,379,1.03973,1997-05-01,
1506,1011,1.29966,2003-04-15,
1506,1012,2.59932,2003-04-15,
1506,388,1.55959,2004-02-18,
1507,334,0.35,1997-05-01,
1507,354,0.54945,1997-05-01,
1507,1007,0.6868099999999999,2003-04-22,
1507,1010,1.37363,2003-04-22,
1507,1458,0.21,2004-02-18,
1507,1456,0.4,2004-02-18,
1507,640,0.32966,2012-08-28,
1508,354,1.05664,1997-05-01,
1508,1007,1.3207900000000001,2003-04-22,
1508,1010,2.64159,2003-04-22,
1508,1070,0.79247,2004-02-18,
1508,640,0.63398,2011-05-19,
1509,354,1.14117,1997-05-01,
1509,1007,1.4264599999999998,2003-04-22,
1509,1010,2.8529199999999997,2003-04-22,
1509,1070,0.85588,2004-02-18,
1509,640,0.6847,2011-05-19,
1510,341,1.02282,1997-05-01,
1510,383,1.27853,2003-04-22,
1510,415,2.55706,2003-04-22,
1510,1457,1.4,2004-02-18,
1511,367,0.9721,1997-05-01,
1511,110,2.01,1997-05-01,
1511,971,0.77134,2003-04-22,
1511,979,1.5426900000000001,2003-04-22,
1511,1013,1.21513,2003-04-22,
1511,1014,2.43026,2003-04-22,
1511,1015,0.7924800000000001,2003-04-22,
1511,1016,1.58495,2003-04-22,
1511,1459,1.005,2004-02-18,
1511,1457,1.4,2004-02-18,
1511,347,0.63398,2004-05-25,
1511,371,0.61708,2004-05-25,
1512,367,0.9721,1997-05-01,
1512,110,1.36,2006-11-14,
1512,1013,1.21513,2003-04-22,
1512,1014,2.43026,2003-04-22,
1512,1459,0.68,2006-11-14,
1512,1457,1.4,2004-02-18,
1513,367,0.9721,1997-05-01,
1513,110,3.04,1997-05-01,
1513,1013,1.21513,2003-04-22,
1513,1014,2.43026,2003-04-22,
1513,1459,1.52,2004-02-18,
1513,1457,1.4,2004-02-18,
1514,385,0.06284,1997-05-01,
1514,341,0.42265,1997-05-01,
1514,383,0.52832,2003-04-22,
1514,428,0.1268,2004-02-18,
1514,1456,0.4,2004-02-18,
1515,341,0.60862,1997-05-01,
1515,383,0.76078,2003-04-22,
1515,415,1.52156,2003-04-22,
1515,1457,1.4,2004-02-18,
1516,341,1.08199,1997-05-01,
1516,383,1.35249,2003-04-22,
1516,415,2.7049900000000004,2003-04-22,
1516,388,1.6229900000000002,2004-02-18,
1517,1019,0.6382099999999999,1997-05-01,
1517,1017,0.7977599999999999,2003-04-22,
1517,1018,1.5955199999999998,2003-04-22,
1517,1457,1.4,2004-02-18,
1518,341,1.08199,1997-05-01,
1518,383,1.35249,2003-04-23,
1518,415,2.7049900000000004,2003-04-23,
1518,388,1.6229900000000002,2004-02-18,
1519,1022,0.9721,1997-05-01,
1519,1020,1.21513,2003-04-23,
1519,1021,2.43026,2003-04-23,
1519,1457,1.4,2004-02-18,
1520,341,1.08199,1997-05-01,
1520,383,1.35249,2003-04-23,
1520,415,2.7049900000000004,2003-04-23,
1520,388,1.6229900000000002,2004-02-18,
1521,1019,0.5579,1997-05-01,
1521,1017,0.69738,2003-04-23,
1521,1018,1.39476,2003-04-23,
1521,1457,1.4,2004-02-18,
1522,322,0.96,1997-05-01,
1522,341,0.92984,1997-05-01,
1522,383,1.1623,2003-04-23,
1522,415,2.3246,2003-04-23,
1522,1457,1.4,2004-02-18,
1523,347,0.55793,2015-01-23,
1523,371,0.45649,2015-01-23,
1523,1023,1.24,2015-01-23,
1523,1024,0.91,2015-01-23,
1523,1025,0.7,2015-01-23,
1523,1015,0.69741,2015-01-23,
1523,1016,1.39483,2015-01-23,
1523,971,0.5706,2015-01-23,
1523,979,1.14122,2015-01-23,
1523,1457,1.4,2004-02-18,
1524,371,0.63398,1997-05-01,
1524,110,0.2,1997-05-01,
1524,971,0.7924800000000001,2003-04-23,
1524,979,1.58495,2003-04-23,
1524,1462,0.4,2004-07-13,
1524,1457,1.4,2004-07-13,
1525,348,0.67628,2014-01-29,
1525,968,0.8453499999999999,2014-01-29,
1525,976,1.6906999999999999,2014-01-29,
1525,1460,0.5875,2014-01-29,
1525,1457,1.4,2004-02-18,
1525,502508,2.35,2014-01-29,
1526,364,0.65511,1997-05-01,
1526,616,0.43533,1997-05-01,
1526,1026,0.81889,2003-05-30,
1526,1028,1.6377899999999999,2003-05-30,
1526,1029,0.54417,2003-05-30,
1526,1027,1.08834,2003-05-30,
1526,1457,1.4,2004-02-18,
1527,341,1.03128,1997-05-01,
1527,383,1.2891,2003-04-24,
1527,415,2.57819,2003-04-24,
1527,388,1.54692,2004-02-18,
1528,341,1.08199,1997-05-01,
1528,383,1.35249,2003-04-24,
1528,415,2.7049900000000004,2003-04-24,
1528,388,1.6229900000000002,2004-02-18,
1529,341,1.10313,1997-05-01,
1529,383,1.3789099999999999,2003-04-24,
1529,415,2.7578199999999997,2003-04-24,
1529,388,1.65469,2004-02-18,
1530,1019,0.65511,1997-05-01,
1530,1017,0.81889,2003-04-24,
1530,1018,1.6377899999999999,2003-04-24,
1530,1457,1.4,2004-02-18,
1531,333,0.82,2008-04-28,
1531,1030,1.64,2008-04-28,
1531,364,0.6509,2008-04-28,
1531,1026,0.8136,2008-04-28,
1531,1028,1.6275,2008-04-28,
1531,1457,1.4,2004-02-18,
1532,364,1.04818,1997-05-01,
1532,1028,2.62046,2003-04-25,
1532,388,1.5722800000000001,2004-02-18,
1532,1026,1.31023,2003-04-25,
1533,364,1.05664,1997-05-01,
1533,1026,1.3207900000000001,2003-04-25,
1533,1028,2.64159,2003-04-25,
1533,388,1.58495,2004-02-18,
1534,364,1.06932,2003-04-25,
1534,1026,1.3366399999999998,2003-04-25,
1534,1028,2.67329,2003-04-25,
1534,388,1.60397,2004-02-18,
1535,364,1.10313,1997-05-01,
1535,1026,1.3789099999999999,2003-04-25,
1535,1028,2.7578199999999997,2003-04-25,
1535,388,1.65469,2004-02-18,
1536,1022,1.09467,2023-05-26,
1536,1020,1.3683400000000001,2003-04-25,
1536,1021,2.73669,2003-04-25,
1536,1457,1.4,2004-02-18,
1537,371,0.46492,1997-05-01,
1537,110,0.35,2000-10-30,
1537,971,0.58115,2003-04-25,
1537,979,1.1623,2003-04-25,
1537,1457,1.4,2004-07-13,
1538,379,0.40152,1997-05-01,
1538,343,0.46492,1997-05-01,
1538,1011,0.5019,2003-04-25,
1538,1012,1.0038,2003-04-25,
1538,1031,0.58115,2003-04-25,
1538,1032,1.1623,2003-04-25,
1538,1457,1.4,2004-07-13,
1539,341,1.17075,1997-05-01,
1539,383,1.4634399999999999,2003-04-25,
1539,415,2.9268799999999997,2003-04-25,
1539,1033,0.57,2015-01-23,
1539,1461,0.55,2004-02-18,
1539,385,0.17561,2007-06-25,
1539,640,0.7025,2007-07-27,
1540,341,1.1623,1997-05-01,
1540,383,1.45287,2003-04-25,
1540,415,2.90575,2003-04-25,
1540,640,0.69738,2004-02-18,
1541,341,0.47337,1997-05-01,
1541,383,0.59172,2003-04-25,
1541,415,1.18343,2003-04-25,
1541,1457,1.4,2004-07-13,
1542,341,0.60862,1997-05-01,
1542,383,0.60862,2003-04-25,
1542,415,1.52156,2003-04-25,
1542,640,0.29214,2004-02-18,
1542,1456,0.4,2004-02-18,
1543,1457,1.4,2004-07-13,
1543,383,1.25,2006-02-24,
1543,1501,1.2,2006-02-24,
1544,341,0.61285,1997-05-01,
1544,383,0.76606,2003-04-25,
1544,415,1.53212,2003-04-25,
1544,1457,1.4,2004-02-18,
1545,629,0.8,1997-05-01,
1545,341,1.04818,1997-05-01,
1545,383,1.31023,2003-04-25,
1545,415,2.62046,2003-04-25,
1545,1034,1.35,2003-04-25,
1545,388,1.5722800000000001,2004-02-19,
1546,629,0.85,1997-05-01,
1546,341,1.06509,1997-05-01,
1546,383,1.3313599999999999,2003-04-25,
1546,415,2.6627199999999998,2003-04-25,
1546,1034,1.4,2003-04-25,
1546,388,1.59763,2004-02-19,
1547,629,0.85,1997-05-01,
1547,341,1.09467,1997-05-01,
1547,383,1.3683400000000001,2003-04-25,
1547,415,2.73669,2003-04-25,
1547,1034,1.4,2003-04-25,
1547,388,1.64201,2004-02-19,
1548,629,0.85,1997-05-01,
1548,341,1.10313,1997-05-01,
1548,383,1.3789099999999999,2003-04-25,
1548,415,2.7578199999999997,2003-04-25,
1548,388,1.65469,2004-02-19,
1549,341,0.62975,2004-02-09,
1549,1035,0.168,2004-10-15,
1549,1036,0.84,2004-02-09,
1549,383,0.78719,2004-02-09,
1549,415,1.57439,2004-02-09,
1549,1456,0.4,2004-02-19,
1549,502698,0.336,2018-02-21,
1550,341,1.09467,1997-05-01,
1550,383,1.3683400000000001,2003-04-25,
1550,415,2.73669,2003-04-25,
1550,641,0.821,2004-07-13,
1550,640,0.6568,2011-05-19,
1551,341,1.00169,2003-04-25,
1551,383,1.25211,2003-04-25,
1551,415,2.50423,2003-04-25,
1551,388,1.50254,2004-02-19,
1552,341,1.00169,2003-04-25,
1552,383,1.25211,2003-04-25,
1552,415,2.50423,2003-04-25,
1552,388,1.50254,2004-02-19,
1553,341,1.03973,1997-05-01,
1553,383,1.29966,2003-04-25,
1553,415,2.59932,2003-04-25,
1553,388,1.5596,2004-02-19,
1554,341,1.02282,2003-04-25,
1554,383,1.27853,2003-04-25,
1554,415,2.55706,2003-04-25,
1554,388,1.53423,2004-02-19,
1555,341,1.04818,2003-04-25,
1555,383,1.31023,2003-04-25,
1555,415,2.62046,2003-04-25,
1555,388,1.57227,2004-02-19,
1556,341,1.0989,1997-05-01,
1556,383,1.37363,2003-04-25,
1556,415,2.74725,2003-04-25,
1556,388,1.64835,2004-02-19,
1557,341,1.0354999999999999,1997-05-01,
1557,383,1.2943799999999999,2003-04-25,
1557,415,2.5887599999999997,2003-04-25,
1557,388,1.5532499999999998,2004-02-19,
1558,341,1.0777700000000001,1997-05-01,
1558,383,1.34721,2003-04-25,
1558,415,2.69442,2003-04-25,
1558,388,1.61666,2004-02-19,
1559,341,1.09467,1997-05-01,
1559,383,1.3683400000000001,2003-04-25,
1559,415,2.73669,2003-04-25,
1559,388,1.64201,2004-02-19,
1560,341,0.63398,1997-05-01,
1560,383,0.7924800000000001,2003-04-25,
1560,415,1.58495,2003-04-25,
1560,1457,1.4,2004-02-19,
1561,341,1.06509,1997-05-01,
1561,383,1.3313599999999999,2003-04-25,
1561,415,2.6627199999999998,2003-04-25,
1561,388,1.5976400000000002,2004-02-19,
1562,617,0.9721,1997-05-01,
1562,320,1.23,1997-05-01,
1562,1037,1.21513,2003-04-28,
1562,1038,2.43026,2003-04-28,
1562,1457,1.4,2004-02-19,
1563,617,0.9721,1997-05-01,
1563,320,1.23,1997-05-01,
1563,1037,1.21513,2003-04-28,
1563,1038,2.43026,2003-04-28,
